  -3.0000      -3.0000
  -3.0000      -2.5000
  -3.0000      -2.0000
  -3.0000      -1.5000
  -3.0000      -1.0000
  -3.0000      -0.5000
  -3.0000       0.0000
  -3.0000       0.5000
  -3.0000       1.0000
  -3.0000       1.5000
  -3.0000       2.0000
  -3.0000       2.5000
  -3.0000       3.0000
  -2.5000      -3.0000
  -2.5000      -2.5000
  -2.5000      -2.0000
  -2.5000      -1.5000
  -2.5000      -1.0000
  -2.5000      -0.5000
  -2.5000       0.0000
  -2.5000       0.5000
  -2.5000       1.0000
  -2.5000       1.5000
  -2.5000       2.0000
  -2.5000       2.5000
  -2.5000       3.0000
  -2.0000      -3.0000
  -2.0000      -2.5000
  -2.0000      -2.0000
  -2.0000      -1.5000
  -2.0000      -1.0000
  -2.0000      -0.5000
  -2.0000       0.0000
  -2.0000       0.5000
  -2.0000       1.0000
  -2.0000       1.5000
  -2.0000       2.0000
  -2.0000       2.5000
  -2.0000       3.0000
  -1.5000      -3.0000
  -1.5000      -2.5000
  -1.5000      -2.0000
  -1.5000      -1.5000
  -1.5000      -1.0000
  -1.5000      -0.5000
  -1.5000       0.0000
  -1.5000       0.5000
  -1.5000       1.0000
  -1.5000       1.5000
  -1.5000       2.0000
  -1.5000       2.5000
  -1.5000       3.0000
  -1.0000      -3.0000
  -1.0000      -2.5000
  -1.0000      -2.0000
  -1.0000      -1.5000
  -1.0000      -1.0000
  -1.0000      -0.5000
  -1.0000       0.0000
  -1.0000       0.5000
  -1.0000       1.0000
  -1.0000       1.5000
  -1.0000       2.0000
  -1.0000       2.5000
  -1.0000       3.0000
  -0.5000      -3.0000
  -0.5000      -2.5000
  -0.5000      -2.0000
  -0.5000      -1.5000
  -0.5000      -1.0000
  -0.5000      -0.5000
  -0.5000       0.0000
  -0.5000       0.5000
  -0.5000       1.0000
  -0.5000       1.5000
  -0.5000       2.0000
  -0.5000       2.5000
  -0.5000       3.0000
   0.0000      -3.0000
   0.0000      -2.5000
   0.0000      -2.0000
   0.0000      -1.5000
   0.0000      -1.0000
   0.0000      -0.5000
   0.0000       0.0000
   0.0000       0.5000
   0.0000       1.0000
   0.0000       1.5000
   0.0000       2.0000
   0.0000       2.5000
   0.0000       3.0000
   0.5000      -3.0000
   0.5000      -2.5000
   0.5000      -2.0000
   0.5000      -1.5000
   0.5000      -1.0000
   0.5000      -0.5000
   0.5000       0.0000
   0.5000       0.5000
   0.5000       1.0000
   0.5000       1.5000
   0.5000       2.0000
   0.5000       2.5000
   0.5000       3.0000
   1.0000      -3.0000
   1.0000      -2.5000
   1.0000      -2.0000
   1.0000      -1.5000
   1.0000      -1.0000
   1.0000      -0.5000
   1.0000       0.0000
   1.0000       0.5000
   1.0000       1.0000
   1.0000       1.5000
   1.0000       2.0000
   1.0000       2.5000
   1.0000       3.0000
   1.5000      -3.0000
   1.5000      -2.5000
   1.5000      -2.0000
   1.5000      -1.5000
   1.5000      -1.0000
   1.5000      -0.5000
   1.5000       0.0000
   1.5000       0.5000
   1.5000       1.0000
   1.5000       1.5000
   1.5000       2.0000
   1.5000       2.5000
   1.5000       3.0000
   2.0000      -3.0000
   2.0000      -2.5000
   2.0000      -2.0000
   2.0000      -1.5000
   2.0000      -1.0000
   2.0000      -0.5000
   2.0000       0.0000
   2.0000       0.5000
   2.0000       1.0000
   2.0000       1.5000
   2.0000       2.0000
   2.0000       2.5000
   2.0000       3.0000
   2.5000      -3.0000
   2.5000      -2.5000
   2.5000      -2.0000
   2.5000      -1.5000
   2.5000      -1.0000
   2.5000      -0.5000
   2.5000       0.0000
   2.5000       0.5000
   2.5000       1.0000
   2.5000       1.5000
   2.5000       2.0000
   2.5000       2.5000
   2.5000       3.0000
   3.0000      -3.0000
   3.0000      -2.5000
   3.0000      -2.0000
   3.0000      -1.5000
   3.0000      -1.0000
   3.0000      -0.5000
   3.0000       0.0000
   3.0000       0.5000
   3.0000       1.0000
   3.0000       1.5000
   3.0000       2.0000
   3.0000       2.5000
   3.0000       3.0000
 -15.0000     -15.0000
 -15.0000     -13.5000
 -15.0000     -12.0000
 -15.0000     -10.5000
 -15.0000      -9.0000
 -15.0000      -7.5000
 -15.0000      -6.0000
 -15.0000      -4.5000
 -15.0000      -3.0000
 -15.0000      -1.5000
 -15.0000       0.0000
 -15.0000       1.5000
 -15.0000       3.0000
 -15.0000       4.5000
 -15.0000       6.0000
 -15.0000       7.5000
 -15.0000       9.0000
 -15.0000      10.5000
 -15.0000      12.0000
 -15.0000      13.5000
 -15.0000      15.0000
 -13.5000     -15.0000
 -13.5000     -13.5000
 -13.5000     -12.0000
 -13.5000     -10.5000
 -13.5000      -9.0000
 -13.5000      -7.5000
 -13.5000      -6.0000
 -13.5000      -4.5000
 -13.5000      -3.0000
 -13.5000      -1.5000
 -13.5000       0.0000
 -13.5000       1.5000
 -13.5000       3.0000
 -13.5000       4.5000
 -13.5000       6.0000
 -13.5000       7.5000
 -13.5000       9.0000
 -13.5000      10.5000
 -13.5000      12.0000
