2 -31.1136 -28.8912 13.3 7 0.1
3 -29.669 -28.8912 10.9 7 0.1
4 -30.558 -30.4469 4.1 7 0.1
5 -27.1133 -27.0022 0.0 7 0.1
6 -29.4468 -25.7798 4.1 7 0.1
7 -29.0023 -25.5576 2.9 7 0.1
8 -30.7802 -23.8908 9.4 7 0.1
9 -29.3357 -25.3354 8.8 7 0.1
10 -29.7802 -20.4461 4.0 7 0.1
11 -30.7802 -19.3349 7.0 7 0.1
12 -29.8913 -20.1127 7.6 7 0.1
13 -29.3357 -20.0016 9.0 7 0.1
14 -30.1135 -15.4457 4.4 7 0.1
15 -27.6689 -13.89 1.7 7 0.1
16 -29.3357 -15.2234 4.2 7 0.1
17 -28.7801 -13.3344 1.6 7 0.1
18 -29.4468 -9.11184 5.8 7 0.1
19 -29.4468 -10.0008 6.6 7 0.1
20 -29.3357 -9.4452 6.2 7 0.1
21 -27.8911 -8.8896 2.2 7 0.1
22 -29.2246 -5.44488 4.1 7 0.1
23 -30.558 -6.1116 5.3 7 0.1
24 -29.4468 -4.22256 6.2 7 0.1
25 -29.8913 -5.11152 4.0 7 0.1
26 -28.669 -0.22224 2.3 7 0.1
27 -28.2245 0.44448 2.2 7 0.1
28 -30.0024 -0.22224 4.0 7 0.1
29 -29.8913 0.33336 4.0 7 0.1
30 -28.5578 4.00032 2.1 7 0.1
31 -29.0023 5.22264 4.0 7 0.1
32 -28.4467 4.22256 2.4 7 0.1
33 -28.3356 5.0004 2.0 7 0.1
34 -28.3356 8.8896 2.0 7 0.1
35 -30.3358 10.0008 6.6 7 0.1
36 -30.3358 10.1119 4.3 7 0.0
37 -28.0022 9.88968 2.1 7 0.1
38 -29.4468 15.3346 7.4 7 0.1
39 -30.3358 15.1123 4.1 7 0.1
40 -28.7801 13.5566 1.5 7 0.1
41 -30.0024 14.6678 8.9 7 0.0
42 -29.5579 20.335 8.3 7 0.1
43 -27.78 18.0014 1.1 7 0.1
44 -30.1135 20.6683 7.3 7 0.0
45 -29.8913 19.8905 4.1 7 0.1
46 -26.4466 22.224 0.2 7 0.1
47 -28.5578 23.8908 10.7 7 0.0
48 -30.6691 24.8909 5.6 7 0.1
49 -29.0023 24.2242 2.1 7 0.1
50 -28.7801 29.5579 4.2 7 0.1
51 -27.1133 26.6688 0.0 7 0.1
52 -29.1134 29.0023 6.2 7 0.1
53 -29.2246 30.2246 4.2 7 0.1
54 -24.4464 -29.4468 12.8 7 0.1
55 -23.5574 -26.891 0.0 7 0.1
56 -25.6687 -29.669 9.3 7 0.1
57 -24.8909 -30.558 4.1 7 0.1
58 -25.2242 -23.8908 9.8 7 0.1
59 -25.4465 -24.0019 4.6 7 0.1
60 -23.3352 -23.5574 2.2 7 0.1
61 -24.7798 -23.5574 10.9 7 0.1
62 -23.6686 -18.557 1.8 7 0.1
63 -23.7797 -18.7793 2.5 7 0.1
64 -23.8908 -19.3349 9.6 7 0.1
65 -25.6687 -19.7794 6.3 7 0.1
66 -24.0019 -13.6678 2.7 7 0.1
67 -24.0019 -14.5567 2.1 7 0.1
